0.000298,3.394961,1.300482,2.065671,3.534418,1.273416,1.712374,3.416906,1.800000,2.065671,-0.043891,-0.999036,0.000000,0.034663,0.071315,0.044365,-1.803309,1.656473,96.930784,0.034663,0.071315,0.044365,-0.706635,-0.115301,0.450875,92.144654,1.619442,-5.308081,-11.250259,7.549318,0.000000,0.000000,0.000000,0.000000,0.013728,1.619442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020199,3.394961,1.300482,2.065671,3.535111,1.274643,1.713164,3.416906,1.800000,2.065671,-0.043891,-0.999036,0.000000,0.034717,0.066824,0.047570,-2.156703,1.375356,97.197425,0.034717,0.066824,0.047570,-0.705047,-0.113305,0.453857,91.607834,1.943880,-13.676410,-12.531796,8.444093,0.000000,0.000000,0.000000,0.000000,0.015256,1.943880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.039998,3.394961,1.300482,2.065671,3.535514,1.275289,1.713603,3.416906,1.800000,2.065671,-0.043891,-0.999036,0.000000,0.031301,0.053523,0.035093,-2.378591,1.167560,97.287220,0.031301,0.053523,0.035093,-0.703237,-0.112790,0.456784,90.547094,1.646273,-18.508242,-11.602632,8.959694,0.000000,0.000000,0.000000,0.000000,0.015325,1.646273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.060015,3.394961,1.300482,2.065671,3.536486,1.276861,1.714836,3.416906,1.800000,2.065671,-0.043891,-0.999036,0.000000,0.039281,0.063356,0.047752,-2.851602,0.835409,97.520484,0.039281,0.063356,0.047752,-0.703193,-0.114927,0.456319,90.628838,0.804804,-18.508242,-11.602632,8.959694,0.000000,0.000000,0.000000,0.000000,0.014518,0.804804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.080003,3.394961,1.300482,2.065671,3.537100,1.277562,1.715612,3.416906,1.800000,2.065671,-0.043891,-0.999036,0.000000,0.045326,0.064957,0.057401,-3.461788,0.534535,97.719475,0.045326,0.064957,0.057401,-0.700562,-0.116685,0.459905,90.230014,1.007649,-18.722085,-9.813764,9.588587,0.000000,0.000000,0.000000,0.000000,0.014855,1.007649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100008,3.394961,1.300482,2.065671,3.537709,1.278450,1.716227,3.403961,1.800000,2.062503,-0.026739,-0.999642,0.000000,0.034933,0.045401,0.039754,-3.714419,0.498325,97.945001,0.034933,0.045401,0.039754,-0.696569,-0.121199,0.464777,89.517356,2.369554,-18.722085,-9.813764,9.588587,0.000000,0.000000,0.000000,0.000000,0.014768,2.369554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.120017,3.390591,1.300179,2.062503,3.538036,1.279902,1.716589,3.403961,1.800000,2.062503,-0.026739,-0.999642,0.000000,0.026729,0.066851,0.027926,-3.750206,0.462046,98.099399,0.026729,0.066851,0.027926,-0.698025,-0.122285,0.462301,89.588316,0.971259,-15.518852,-5.373910,9.935015,0.000000,0.000000,0.000000,0.000000,0.015103,0.971259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.140336,3.390591,1.300179,2.062503,3.538799,1.281255,1.717428,3.403961,1.800000,2.062503,-0.026739,-0.999642,0.000000,0.031157,0.080145,0.034301,-4.031880,0.685797,98.377855,0.031157,0.080145,0.034301,-0.700171,-0.120244,0.459584,89.032430,1.684728,-11.022826,-0.854965,10.275621,0.000000,0.000000,0.000000,0.000000,0.014139,1.684728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160314,3.390591,1.300179,2.062503,3.539340,1.282340,1.717932,3.395870,1.800000,2.060522,-0.016291,-0.999867,0.000000,0.028443,0.054966,0.027084,-4.377080,0.579548,98.656218,0.028443,0.054966,0.027084,-0.700233,-0.119451,0.459696,88.925775,0.858312,-11.022826,-0.854965,10.275621,0.000000,0.000000,0.000000,0.000000,0.014162,0.858312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180114,3.387724,1.300066,2.060522,3.539789,1.283229,1.718449,3.395870,1.800000,2.060522,-0.016291,-0.999867,0.000000,0.024164,0.043314,0.019462,-4.487694,0.701405,98.752476,0.024164,0.043314,0.019462,-0.695983,-0.138451,0.460819,88.579190,1.029127,-5.232095,-0.124583,9.890293,0.000000,0.000000,0.000000,0.000000,0.015476,1.029127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200202,3.387724,1.300066,2.060522,3.540067,1.284196,1.718872,3.395870,1.800000,2.060522,-0.016291,-0.999867,0.000000,0.014975,0.034857,0.014677,-4.429365,0.734759,98.844601,0.014975,0.034857,0.014677,-0.700981,-0.136354,0.453816,88.483772,0.761765,-5.232095,-0.124583,9.890293,0.000000,0.000000,0.000000,0.000000,0.014197,0.761765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.220012,3.387724,1.300066,2.060522,3.540299,1.285022,1.719144,3.387779,1.800000,2.058542,-0.006048,-0.999982,0.000000,0.014584,0.051230,0.019855,-4.398752,0.988991,99.128016,0.014584,0.051230,0.019855,-0.699054,-0.134708,0.457266,88.400587,0.880094,2.103248,3.275214,9.132957,0.000000,0.000000,0.000000,0.000000,0.014812,0.880094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.240007,3.384755,1.300009,2.058542,3.540453,1.285393,1.719516,3.387779,1.800000,2.058542,-0.006048,-0.999982,0.000000,0.011019,0.034183,0.018409,-4.547595,0.787206,99.324442,0.011019,0.034183,0.018409,-0.693717,-0.152850,0.459683,88.238660,0.762095,7.056218,3.998912,10.454355,0.000000,0.000000,0.000000,0.000000,0.014184,0.762095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260381,3.384755,1.300009,2.058542,3.540375,1.286393,1.720004,3.387779,1.800000,2.058542,-0.006048,-0.999982,0.000000,0.002165,0.039176,0.024567,-3.931663,0.794947,99.191853,0.002165,0.039176,0.024567,-0.697464,-0.144250,0.456784,87.914032,2.088953,7.056218,3.998912,10.454355,0.000000,0.000000,0.000000,0.000000,0.015246,2.088953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.280099,3.384755,1.300009,2.058542,3.540208,1.286741,1.720170,3.387779,1.800000,2.058542,-0.006048,-0.999982,0.000000,-0.006991,0.038516,0.018675,-3.749680,0.753911,99.216857,-0.006991,0.038516,0.018675,-0.697424,-0.140711,0.457947,87.101043,1.645462,9.050042,3.783756,9.564210,0.000000,0.000000,0.000000,0.000000,0.013653,1.645462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.300025,3.379688,1.300000,2.056561,3.540345,1.287794,1.720150,3.379688,1.800000,2.056561,0.000000,-1.000000,0.000000,-0.000849,0.040029,0.004174,-4.386225,0.670240,99.594198,-0.000849,0.040029,0.004174,-0.643167,0.070931,0.475574,86.947903,0.648602,9.050042,3.783756,9.564210,0.000000,0.000000,0.000000,0.000000,0.015000,0.648602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.320012,3.379688,1.300000,2.056561,3.539976,1.288993,1.720304,3.379688,1.800000,2.056561,0.000000,-1.000000,0.000000,-0.008990,0.045440,0.003429,-3.962961,0.759607,99.901783,-0.008990,0.045440,0.003429,-0.646263,0.074962,0.470734,87.831653,0.748217,9.009272,3.460988,11.329320,0.000000,0.000000,0.000000,0.000000,0.014934,0.748217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.340090,3.379688,1.300000,2.056561,3.539729,1.290001,1.720097,3.379688,1.800000,2.056561,0.000000,-1.000000,0.000000,-0.012800,0.058933,0.000294,-3.567538,1.168146,100.316141,-0.012800,0.058933,0.000294,-0.646640,0.085205,0.468469,87.538060,0.646511,8.879962,2.755767,10.811402,0.000000,0.000000,0.000000,0.000000,0.015115,0.646511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.360131,3.379688,1.300000,2.056561,3.539536,1.290689,1.719758,3.371598,1.800000,2.054581,0.000000,-1.000000,0.000000,-0.012573,0.048438,-0.015603,-3.347928,1.382485,100.492222,-0.012573,0.048438,-0.015603,-0.647342,0.088952,0.466800,87.646499,0.802638,8.879962,2.755767,10.811402,0.000000,0.000000,0.000000,0.000000,0.014480,0.802638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.380195,3.371598,1.300000,2.054581,3.539093,1.291470,1.719430,3.371598,1.800000,2.054581,0.000000,-1.000000,0.000000,-0.018184,0.041959,-0.019051,-3.401679,1.283101,100.526834,-0.018184,0.041959,-0.019051,-0.645362,0.090598,0.469219,88.112723,1.137452,8.203871,2.222064,10.654691,0.000000,0.000000,0.000000,0.000000,0.014195,1.137452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.399996,3.371598,1.300000,2.054581,3.538815,1.292513,1.719174,3.371598,1.800000,2.054581,0.000000,-1.000000,0.000000,-0.020592,0.052125,-0.016687,-3.100103,1.044786,100.795272,-0.020592,0.052125,-0.016687,-0.645830,0.093432,0.468017,88.914346,0.531167,8.203871,2.222064,10.654691,0.000000,0.000000,0.000000,0.000000,0.014452,0.531167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.419999,3.371598,1.300000,2.054581,3.538213,1.292935,1.718507,3.363507,1.800000,2.052600,0.000000,-1.000000,0.000000,-0.025139,0.041863,-0.026387,-2.564414,1.460221,100.834974,-0.025139,0.041863,-0.026387,-0.644370,0.095982,0.469511,88.985997,0.423989,6.253796,0.603283,10.829403,0.000000,0.000000,0.000000,0.000000,0.014382,0.423989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.440005,3.363507,1.300000,2.052600,3.538022,1.293657,1.717917,3.363507,1.800000,2.052600,0.000000,-1.000000,0.000000,-0.022668,0.032686,-0.035915,-2.187257,1.348344,101.009742,-0.022668,0.032686,-0.035915,-0.645655,0.103158,0.466213,89.346217,1.315794,6.253796,0.603283,10.829403,0.000000,0.000000,0.000000,0.000000,0.014809,1.315794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.460019,3.363507,1.300000,2.052600,3.538041,1.293954,1.717571,3.363507,1.800000,2.052600,0.000000,-1.000000,0.000000,-0.004908,0.029112,-0.026748,-2.337521,1.428893,101.291981,-0.004908,0.029112,-0.026748,-0.646390,0.107900,0.464116,90.707780,0.643987,5.471631,-2.958353,10.026958,0.000000,0.000000,0.000000,0.000000,0.015145,0.643987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.480003,3.363507,1.300000,2.052600,3.537507,1.295181,1.716764,3.355416,1.800000,2.050620,0.000000,-1.000000,0.000000,-0.014705,0.043548,-0.032927,-2.336043,1.239767,101.736974,-0.014705,0.043548,-0.032927,-0.643263,0.110524,0.467828,91.215987,0.855471,3.027178,-3.965094,10.609897,0.000000,0.000000,0.000000,0.000000,0.013937,0.855471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.499994,3.355416,1.300000,2.050620,3.537153,1.295942,1.716225,3.355416,1.800000,2.050620,0.000000,-1.000000,0.000000,-0.022233,0.041302,-0.031499,-2.396607,1.104013,101.891200,-0.022233,0.041302,-0.031499,-0.643200,0.115266,0.466770,91.413494,0.866688,3.027178,-3.965094,10.609897,0.000000,0.000000,0.000000,0.000000,0.015327,0.866688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.519995,3.355416,1.300000,2.050620,3.536788,1.296643,1.715395,3.355416,1.800000,2.050620,0.000000,-1.000000,0.000000,-0.020540,0.041768,-0.039130,-2.864304,0.886524,102.176612,-0.020540,0.041768,-0.039130,-0.641763,0.115380,0.468714,92.469065,0.514688,-5.985246,-6.435667,10.430512,0.000000,0.000000,0.000000,0.000000,0.013701,0.514688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.540005,3.355416,1.300000,2.050620,3.536410,1.298556,1.714697,3.347325,1.800000,2.048640,0.000000,-1.000000,0.000000,-0.021232,0.074687,-0.043645,-3.580457,-0.069237,102.513722,-0.021232,0.074687,-0.043645,-0.631557,0.108915,0.483879,92.650385,0.981291,-10.519688,-6.561769,11.718347,0.000000,0.000000,0.000000,0.000000,0.014919,0.981291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.560004,3.347325,1.300000,2.048640,3.535992,1.299111,1.714021,3.347325,1.800000,2.048640,0.000000,-1.000000,0.000000,-0.022742,0.070516,-0.039229,-3.451270,-0.057443,102.947603,-0.022742,0.070516,-0.039229,-0.631596,0.113362,0.482805,93.141527,1.621196,-10.519688,-6.561769,11.718347,0.000000,0.000000,0.000000,0.000000,0.013950,1.621196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.580047,3.347325,1.300000,2.048640,3.535582,1.299668,1.713603,3.347325,1.800000,2.048640,0.000000,-1.000000,0.000000,-0.015551,0.026997,-0.024654,-3.715743,-0.373105,103.064379,-0.015551,0.026997,-0.024654,-0.628089,0.114068,0.487195,94.107660,0.840410,-12.219548,-6.735432,11.484828,0.000000,0.000000,0.000000,0.000000,0.015023,0.840410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.600003,3.347325,1.300000,2.048640,3.535381,1.299577,1.712999,3.339234,1.800000,2.046659,0.000000,-1.000000,0.000000,-0.016396,0.032342,-0.037872,-3.772950,-0.103356,103.267511,-0.016396,0.032342,-0.037872,-0.627402,0.114935,0.487875,94.224395,1.162091,-12.219548,-6.735432,11.484828,0.000000,0.000000,0.000000,0.000000,0.014976,1.162091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
